steps,model_energy_mean,model_abs_magnetization_mean,model_binder_u4,model_xi_over_l,reference_energy_mean,reference_abs_magnetization_mean,reference_binder_u4,reference_xi_over_l
24,-1.3154563903808594,0.3864593505859375,0.4299250062715949,0.44568510161257097,-1.4255180358886719,0.6039934158325195,0.6119602705031509,0.9149839144010141
48,-1.3835124969482422,0.5417041778564453,0.572064855018599,0.7474147735744613,-1.4255180358886719,0.6039934158325195,0.6119602705031509,0.9149839144010141
96,-1.4121685028076172,0.605046272277832,0.6121843192406372,0.9632793284555736,-1.4255180358886719,0.6039934158325195,0.6119602705031509,0.9149839144010141
128,-1.4127483367919922,0.5903940200805664,0.6041357643568328,0.8970503648994013,-1.4255180358886719,0.6039934158325195,0.6119602705031509,0.9149839144010141
