seed,energy_mean,magnetization_mean,abs_magnetization_mean,binder_u4,xi_over_l
s1234,-1.4202133814493816,-0.0460196336110433,0.6077721118927002,0.6257975609638182,1.1878548996934182
s2345,-1.4196648597717285,-0.0548091729482015,0.6031335989634196,0.6226396197329909,1.149369003986623
s3456,-1.4216127395629883,-0.07156093915303548,0.615714947382609,0.6299487432143931,1.2558930028995883
