2026/08/19 16:16:53.508, 0, 0, 2, 32607, 14.04, 27, 180
2026/08/19 16:16:58.522, 0, 0, 4, 32607, 14.35, 28, 180
2026/08/19 16:17:03.523, 36, 2, 1530, 32607, 93.24, 32, 2865
2026/08/19 16:17:08.523, 35, 5, 1936, 32607, 185.40, 35, 2857
2026/08/19 16:17:13.524, 37, 6, 1936, 32607, 170.31, 36, 2857
2026/08/19 16:17:18.524, 43, 7, 1936, 32607, 170.03, 37, 2857
2026/08/19 16:17:23.525, 32, 5, 1936, 32607, 156.26, 39, 2857
2026/08/19 16:17:28.525, 43, 7, 1936, 32607, 170.79, 38, 2857
2026/08/19 16:17:33.526, 48, 7, 1936, 32607, 163.39, 39, 2857
2026/08/19 16:17:38.526, 28, 1, 1936, 32607, 178.39, 39, 2857
2026/08/19 16:17:43.527, 45, 6, 1936, 32607, 176.56, 41, 2857
2026/08/19 16:17:48.527, 28, 5, 1936, 32607, 174.39, 40, 2857
2026/08/19 16:17:53.528, 49, 7, 1936, 32607, 183.73, 42, 2857
2026/08/19 16:17:58.529, 39, 6, 1936, 32607, 178.75, 41, 2857
2026/08/19 16:18:03.529, 36, 5, 1936, 32607, 167.43, 42, 2857
2026/08/19 16:18:08.530, 35, 7, 1936, 32607, 178.37, 42, 2857
2026/08/19 16:18:13.530, 34, 3, 1936, 32607, 170.48, 42, 2857
2026/08/19 16:18:18.531, 34, 6, 1936, 32607, 171.82, 43, 2857
2026/08/19 16:18:23.532, 46, 7, 1936, 32607, 176.81, 44, 2857
2026/08/19 16:18:28.532, 41, 7, 1936, 32607, 176.71, 43, 2857
2026/08/19 16:18:33.533, 38, 7, 1936, 32607, 170.65, 43, 2857
2026/08/19 16:18:38.534, 34, 5, 1936, 32607, 170.20, 43, 2850
2026/08/19 16:18:43.534, 64, 10, 1936, 32607, 170.88, 44, 2857
2026/08/19 16:18:48.535, 35, 7, 1936, 32607, 179.27, 44, 2850
2026/08/19 16:18:53.535, 39, 7, 1936, 32607, 184.07, 44, 2850
2026/08/19 16:18:58.536, 39, 7, 1936, 32607, 180.96, 43, 2850
2026/08/19 16:19:03.537, 37, 5, 1936, 32607, 168.99, 44, 2850
2026/08/19 16:19:08.537, 46, 8, 1936, 32607, 173.96, 45, 2850
2026/08/19 16:19:13.538, 47, 7, 1936, 32607, 184.76, 44, 2850
2026/08/19 16:19:18.539, 36, 5, 1936, 32607, 191.91, 44, 2850
2026/08/19 16:19:23.539, 37, 2, 1936, 32607, 171.41, 44, 2850
2026/08/19 16:19:28.540, 55, 9, 1936, 32607, 176.07, 44, 2850
2026/08/19 16:19:33.541, 42, 6, 1936, 32607, 176.85, 44, 2850
